account_npi,call_type,call_record_type,date,account_target_type,territory
1583980816,Sample Only,POC Call Report,11/30/2024,DSS TOP 30,3502S1
1147268989,Sample Only,SAM HCO Call Report,12/8/2024,DSA NEXT BEST,3203S1
1799315039,Detail Only,Non-Sampled Call,6/15/2024,NON-TARGET,3601A1
1847853932,Detail Only,Non-Sampled Call,10/17/2024,DSA NEXT BEST,3103A1
2603553005,Sample Only,P2P Call,7/18/2024,NON-TARGET,3201S1
1977281573,Detail Only,POC Call Report,11/11/2024,DSA TOP 30,3602S1
2852988027,Group Detail,Sampled Call,3/27/2024,NON-TARGET,3301A1
1646252443,Detail with Sample,P2P Call,8/16/2024,DSA NEXT BEST,3502S1
1717474025,Group Detail,Non-Sampled Call,11/6/2024,DSA TOP 30,3203S1
2184317499,Group Detail,HCP Call,12/5/2024,DSA TOP 30,3302A1
2616438301,Detail with Sample,SAM HCO Call Report,6/30/2024,DSS TOP 30,3302A1
1633903511,Detail Only,Event Call Report,3/22/2024,DSA NT AFFILIATE,3203S1
1080128976,Call Only,Group Training,7/16/2024,DSA NEXT BEST,3102A1
1744745884,Detail with Sample,HCP Call,7/9/2024,NON-TARGET,3502S1
2111938441,Sample Only,P2P Call,10/12/2024,DSA NT AFFILIATE,3303A1
1459216584,Group Detail,HCP Call,11/29/2024,DSS TOP 30,3301A1
2497070066,Detail with Sample,Non-Sampled Call,9/25/2024,DSA TOP 30,3101A1
1541922264,Call Only,Sampled Call,8/25/2024,DSA TOP 30,3502S1
1693045989,Sample Only,Marketing Event,8/8/2024,DSA NT AFFILIATE,3301A1
1403547548,Call Only,Non-Sampled Call,1/23/2024,DSA TOP 30,3203S1
1577934043,Detail with Sample,Marketing Event,10/13/2024,DSA TOP 30,3501A1
2704123211,Detail Only,Event Call Report,4/5/2024,DSS TOP 30,3301A1
1767371113,Call Only,Sampled Call,9/5/2024,DSA NT AFFILIATE,3303A1
1091657849,Group Detail,Event Call Report,10/20/2024,DSA NEXT BEST,3401S1
2596859195,Sample Only,POC Call Report,4/21/2024,DSA NEXT BEST,3601A1
2822835878,Group Detail,Group Training,9/1/2024,DSA NT AFFILIATE,3102A1
1202109276,Detail with Sample,HCP Call,12/26/2024,NON-TARGET,3303A1
1241027877,Group Detail,Marketing Event,1/14/2024,DSA TOP 30,3401S1
1657443832,Detail Only,Non-Sampled Call,1/27/2024,DSA NT AFFILIATE,3502S1
1826053843,Group Detail,Event Call Report,11/22/2024,DSA TOP 30,3302A1
1732760846,Detail Only,Group Training,1/13/2024,NON-TARGET,3201S1
1555721271,Group Detail,POC Call Report,11/22/2024,NON-TARGET,3102A1
1353365164,Group Detail,POC Call Report,12/15/2024,NON-TARGET,3401S1
1445214909,Sample Only,Sampled Call,4/26/2024,DSS TOP 30,3203S1
1217786753,Detail Only,HCP Call,7/12/2024,DSA TOP 30,3303A1
1291168431,Call Only,P2P Call,9/18/2024,DSA TOP 30,3401S1
1895125522,Detail with Sample,P2P Call,5/2/2024,NON-TARGET,3401S1
2704833793,Sample Only,POC Call Report,8/17/2024,DSA NEXT BEST,3602S1
1270711482,Group Detail,Sampled Call,2/24/2024,NON-TARGET,3302A1
1423235058,Group Detail,Non-Sampled Call,3/17/2024,DSA NEXT BEST,3302A1
1082730480,Detail with Sample,POC Call Report,9/13/2024,DSA NT AFFILIATE,3401S1
1476620495,Detail Only,Non-Sampled Call,2/13/2024,DSA NT AFFILIATE,3202S1
1779856796,Call Only,HCP Call,7/15/2024,DSS TOP 30,3601A1
2475279945,Detail with Sample,Event Call Report,2/7/2024,NON-TARGET,3103A1
1379146747,Group Detail,Marketing Event,5/4/2024,DSA NEXT BEST,3502S1
2232790234,Sample Only,Group Training,9/21/2024,DSA NEXT BEST,3402S1
2229889734,Detail with Sample,Event Call Report,12/6/2024,DSA NT AFFILIATE,3602S1
1024204735,Sample Only,P2P Call,11/17/2024,NON-TARGET,3301A1
2134804349,Detail Only,Non-Sampled Call,8/8/2024,DSA NEXT BEST,3202S1
1999962150,Detail with Sample,HCP Call,10/20/2024,DSA TOP 30,3201S1
1841684960,Group Detail,SAM HCO Call Report,8/28/2024,NON-TARGET,3502S1
2055341974,Group Detail,Group Training,12/1/2024,NON-TARGET,3402S1
1403170424,Sample Only,Event Call Report,7/22/2024,DSA NT AFFILIATE,3502S1
1004948715,Detail with Sample,POC Call Report,4/25/2024,DSS TOP 30,3602S1
2456742093,Sample Only,Marketing Event,8/3/2024,DSA TOP 30,3101A1
1215447259,Sample Only,SAM HCO Call Report,8/6/2024,DSS TOP 30,3501A1
1296610346,Detail with Sample,Event Call Report,2/22/2024,DSA NT AFFILIATE,3402S1
1375143649,Call Only,Sampled Call,9/3/2024,DSA TOP 30,3303A1
1952311890,Detail with Sample,HCP Call,10/30/2024,DSA TOP 30,3501A1
1028510939,Group Detail,HCP Call,1/1/2024,DSA NEXT BEST,3402S1
2156430007,Detail Only,P2P Call,6/21/2024,DSA NT AFFILIATE,3502S1
2180855443,Sample Only,Sampled Call,11/8/2024,DSS TOP 30,3101A1
1564108361,Sample Only,Marketing Event,1/15/2024,DSA NT AFFILIATE,3501A1
2866666791,Detail Only,POC Call Report,3/25/2024,DSA TOP 30,3101A1
2584426288,Sample Only,Marketing Event,6/16/2024,DSA NEXT BEST,3302A1
1813209929,Sample Only,Marketing Event,4/5/2024,DSA NEXT BEST,3203S1
1241027877,Detail Only,SAM HCO Call Report,1/25/2024,NON-TARGET,3303A1
2446393056,Detail Only,SAM HCO Call Report,6/2/2024,DSA NT AFFILIATE,3101A1
1630232096,Call Only,Group Training,12/21/2024,DSA NEXT BEST,3302A1
1010396123,Call Only,SAM HCO Call Report,7/28/2024,DSA NEXT BEST,3602S1
2770634984,Detail with Sample,P2P Call,9/7/2024,DSA NT AFFILIATE,3601A1
2227511553,Group Detail,Sampled Call,4/19/2024,DSS TOP 30,3402S1
2862879869,Detail with Sample,POC Call Report,8/4/2024,DSS TOP 30,3602S1
2448080131,Detail with Sample,Group Training,5/10/2024,NON-TARGET,3101A1
2746481213,Detail with Sample,Group Training,5/16/2024,NON-TARGET,3501A1
2902911177,Sample Only,Marketing Event,3/22/2024,NON-TARGET,3602S1
2604294864,Detail with Sample,HCP Call,1/16/2024,DSS TOP 30,3103A1
1720830379,Group Detail,Group Training,6/2/2024,DSA NEXT BEST,3102A1
1437346677,Group Detail,Non-Sampled Call,8/31/2024,DSS TOP 30,3202S1
1403547548,Detail Only,SAM HCO Call Report,11/25/2024,DSA TOP 30,3501A1
2286430604,Group Detail,Event Call Report,4/24/2024,DSA NEXT BEST,3303A1
2767346824,Detail Only,HCP Call,6/22/2024,NON-TARGET,3401S1
2731858912,Group Detail,SAM HCO Call Report,9/1/2024,NON-TARGET,3502S1
1797111406,Call Only,SAM HCO Call Report,10/13/2024,DSA TOP 30,3303A1
1836977304,Group Detail,Non-Sampled Call,9/2/2024,DSA NEXT BEST,3102A1
1767099839,Detail Only,SAM HCO Call Report,10/24/2024,DSS TOP 30,3201S1
1375104120,Detail with Sample,Sampled Call,3/17/2024,DSA TOP 30,3502S1
2653432068,Call Only,P2P Call,5/2/2024,DSA TOP 30,3101A1
2620033627,Detail Only,SAM HCO Call Report,4/10/2024,DSA NT AFFILIATE,3101A1
2484967316,Detail Only,POC Call Report,2/10/2024,DSA NT AFFILIATE,3601A1
2685335958,Detail with Sample,HCP Call,3/4/2024,DSA TOP 30,3101A1
2528500651,Detail with Sample,Non-Sampled Call,11/12/2024,DSA TOP 30,3201S1
1966599993,Sample Only,P2P Call,8/9/2024,DSA TOP 30,3501A1
2087816597,Detail Only,HCP Call,10/20/2024,DSS TOP 30,3601A1
2982927671,Detail Only,Marketing Event,1/26/2024,DSA NEXT BEST,3602S1
2947306284,Group Detail,POC Call Report,8/10/2024,DSS TOP 30,3101A1
1270711482,Detail with Sample,Sampled Call,7/11/2024,NON-TARGET,3303A1
2942342920,Detail Only,HCP Call,6/1/2024,DSA NT AFFILIATE,3303A1
1898686215,Detail Only,P2P Call,9/9/2024,DSS TOP 30,3203S1
1074904226,Detail Only,P2P Call,2/7/2024,DSA NT AFFILIATE,3602S1
2787568944,Group Detail,HCP Call,4/23/2024,DSS TOP 30,3203S1
2359112188,Detail with Sample,SAM HCO Call Report,9/1/2024,NON-TARGET,3601A1
1767849431,Group Detail,Event Call Report,11/27/2024,DSS TOP 30,3203S1
2841029172,Group Detail,Event Call Report,11/25/2024,DSA NT AFFILIATE,3303A1
2038168049,Call Only,SAM HCO Call Report,10/31/2024,DSA TOP 30,3203S1
2326296551,Detail Only,Event Call Report,11/4/2024,DSA NEXT BEST,3502S1
1257408060,Group Detail,POC Call Report,3/15/2024,DSA NT AFFILIATE,3102A1
2787568944,Detail with Sample,Group Training,11/19/2024,NON-TARGET,3202S1
2996959512,Call Only,Group Training,1/6/2024,DSA NT AFFILIATE,3103A1
2848640211,Call Only,Group Training,9/4/2024,DSS TOP 30,3502S1
2655340954,Sample Only,Sampled Call,12/25/2024,NON-TARGET,3203S1
2606777429,Sample Only,Event Call Report,10/23/2024,NON-TARGET,3101A1
1117800381,Call Only,Group Training,11/5/2024,DSA NT AFFILIATE,3101A1
2787568944,Sample Only,P2P Call,1/10/2024,DSS TOP 30,3502S1
1267617718,Detail Only,SAM HCO Call Report,6/24/2024,DSA NEXT BEST,3203S1
1902240736,Sample Only,SAM HCO Call Report,12/7/2024,DSA TOP 30,3502S1
1128908751,Detail Only,POC Call Report,1/17/2024,DSA TOP 30,3401S1
2734683127,Sample Only,Event Call Report,7/31/2024,DSS TOP 30,3501A1
2280742202,Group Detail,SAM HCO Call Report,5/26/2024,DSA NEXT BEST,3201S1
2619184225,Call Only,HCP Call,6/19/2024,DSA NT AFFILIATE,3103A1
1437346677,Detail Only,Non-Sampled Call,10/27/2024,DSA TOP 30,3501A1
2350694614,Detail Only,POC Call Report,4/27/2024,DSS TOP 30,3601A1
2350694614,Call Only,Marketing Event,4/30/2024,DSA TOP 30,3501A1
2650309715,Sample Only,SAM HCO Call Report,1/22/2024,DSA NEXT BEST,3402S1
2139644781,Detail with Sample,POC Call Report,8/20/2024,DSS TOP 30,3402S1
2242602452,Call Only,HCP Call,3/10/2024,DSA NEXT BEST,3202S1
2491405789,Group Detail,Sampled Call,1/10/2024,NON-TARGET,3202S1
1742886649,Call Only,Sampled Call,9/9/2024,DSS TOP 30,3301A1
1120026529,Detail with Sample,Event Call Report,5/30/2024,DSA NEXT BEST,3102A1
1041975028,Detail Only,Non-Sampled Call,9/26/2024,DSA NT AFFILIATE,3502S1
2682600677,Call Only,Sampled Call,12/24/2024,DSS TOP 30,3401S1
2218965008,Detail with Sample,P2P Call,1/30/2024,DSA TOP 30,3301A1
1328745268,Detail Only,SAM HCO Call Report,6/9/2024,DSS TOP 30,3102A1
2259799837,Call Only,Marketing Event,5/4/2024,NON-TARGET,3301A1
2125057436,Detail Only,Group Training,3/6/2024,NON-TARGET,3102A1
2456742093,Detail with Sample,Non-Sampled Call,3/27/2024,NON-TARGET,3402S1
1345686792,Detail Only,Marketing Event,3/13/2024,DSS TOP 30,3601A1
1195137300,Detail with Sample,HCP Call,8/1/2024,DSA NT AFFILIATE,3103A1
2512934825,Sample Only,SAM HCO Call Report,3/21/2024,DSA NEXT BEST,3203S1
1524005939,Call Only,Non-Sampled Call,8/20/2024,DSS TOP 30,3502S1
2040280162,Detail with Sample,POC Call Report,6/23/2024,NON-TARGET,3101A1
2560813954,Group Detail,SAM HCO Call Report,8/25/2024,NON-TARGET,3402S1
2297770550,Group Detail,Sampled Call,12/6/2024,DSS TOP 30,3102A1
1666374523,Detail with Sample,POC Call Report,9/14/2024,DSA TOP 30,3303A1
1952311890,Group Detail,Marketing Event,6/20/2024,DSS TOP 30,3202S1
1954337414,Group Detail,Sampled Call,11/5/2024,DSS TOP 30,3203S1
1749919187,Call Only,SAM HCO Call Report,11/24/2024,DSA NEXT BEST,3601A1
1265496230,Group Detail,SAM HCO Call Report,1/4/2024,DSA TOP 30,3202S1
1914768872,Group Detail,Group Training,3/17/2024,DSA NT AFFILIATE,3201S1
1780913040,Group Detail,P2P Call,6/8/2024,DSS TOP 30,3502S1
1510109489,Call Only,P2P Call,11/11/2024,DSA NT AFFILIATE,3203S1
1630516308,Detail Only,P2P Call,7/20/2024,DSA NT AFFILIATE,3101A1
2619717024,Call Only,P2P Call,5/17/2024,DSA TOP 30,3303A1
2728765013,Sample Only,Event Call Report,9/13/2024,DSS TOP 30,3602S1
2856230848,Call Only,HCP Call,2/15/2024,DSA NT AFFILIATE,3201S1
2103120644,Sample Only,Non-Sampled Call,7/20/2024,DSS TOP 30,3602S1
2877293890,Detail with Sample,Event Call Report,12/4/2024,DSA NT AFFILIATE,3501A1
1690699382,Detail Only,P2P Call,9/4/2024,DSA TOP 30,3502S1
1594905042,Group Detail,Non-Sampled Call,4/26/2024,DSA NEXT BEST,3602S1
1698825641,Group Detail,Marketing Event,5/13/2024,DSA TOP 30,3202S1
1558798615,Detail Only,Marketing Event,3/30/2024,DSS TOP 30,3501A1
1521388882,Sample Only,Event Call Report,12/6/2024,DSA TOP 30,3101A1
2619184225,Detail with Sample,Sampled Call,9/29/2024,DSA TOP 30,3502S1
1459216584,Group Detail,Marketing Event,1/19/2024,DSA NT AFFILIATE,3601A1
1339504704,Detail with Sample,Sampled Call,4/10/2024,DSS TOP 30,3202S1
2078178718,Sample Only,HCP Call,7/31/2024,DSA NT AFFILIATE,3201S1
2183974837,Detail with Sample,Event Call Report,7/24/2024,DSA TOP 30,3602S1
2699138562,Sample Only,Marketing Event,5/24/2024,DSA NT AFFILIATE,3103A1
1792387548,Detail Only,Event Call Report,11/3/2024,DSA NT AFFILIATE,3602S1
1781663495,Sample Only,P2P Call,9/18/2024,NON-TARGET,3202S1
1163445073,Call Only,Sampled Call,1/19/2024,NON-TARGET,3201S1
1353365164,Group Detail,Sampled Call,3/2/2024,DSA NT AFFILIATE,3302A1
2702550001,Group Detail,Group Training,1/23/2024,DSS TOP 30,3303A1
1128766860,Detail with Sample,Non-Sampled Call,7/29/2024,DSA TOP 30,3302A1
2653432068,Group Detail,Event Call Report,3/21/2024,NON-TARGET,3102A1
2768146322,Group Detail,HCP Call,7/21/2024,DSA NEXT BEST,3302A1
1767566092,Group Detail,Group Training,8/8/2024,DSA NT AFFILIATE,3202S1
1953898713,Call Only,POC Call Report,10/2/2024,DSA TOP 30,3202S1
2167825047,Detail with Sample,Event Call Report,8/29/2024,DSA NEXT BEST,3501A1
2023113836,Sample Only,POC Call Report,6/7/2024,DSA TOP 30,3502S1
2451231852,Detail with Sample,Marketing Event,4/24/2024,DSA TOP 30,3102A1
2119450464,Sample Only,P2P Call,9/23/2024,DSA NT AFFILIATE,3303A1
1012917710,Detail Only,HCP Call,5/24/2024,NON-TARGET,3103A1
2704123211,Detail Only,Marketing Event,9/10/2024,DSA NEXT BEST,3602S1
1453740951,Sample Only,Group Training,8/11/2024,NON-TARGET,3201S1
1896088604,Call Only,HCP Call,4/26/2024,DSA NEXT BEST,3301A1
2463757787,Sample Only,Event Call Report,8/16/2024,DSA NT AFFILIATE,3202S1
2341972848,Detail Only,Non-Sampled Call,5/6/2024,DSA TOP 30,3202S1
1975245638,Call Only,POC Call Report,11/6/2024,DSA TOP 30,3202S1
2484967316,Group Detail,Group Training,6/24/2024,DSA NT AFFILIATE,3102A1
2398233938,Call Only,P2P Call,1/16/2024,DSA NEXT BEST,3301A1
2913859761,Detail with Sample,Marketing Event,11/22/2024,NON-TARGET,3303A1
1699825582,Sample Only,POC Call Report,7/15/2024,NON-TARGET,3202S1
1259390415,Detail with Sample,Group Training,11/13/2024,DSA NEXT BEST,3202S1
1364444305,Group Detail,P2P Call,10/23/2024,DSA NT AFFILIATE,3102A1
1909203281,Detail Only,POC Call Report,3/27/2024,DSA TOP 30,3601A1
1172058800,Detail with Sample,P2P Call,8/28/2024,NON-TARGET,3602S1
1041975028,Detail Only,SAM HCO Call Report,5/9/2024,NON-TARGET,3301A1
1822081475,Group Detail,HCP Call,4/29/2024,DSA TOP 30,3103A1
1896903620,Call Only,POC Call Report,9/1/2024,DSS TOP 30,3202S1
1493519720,Detail Only,P2P Call,8/5/2024,DSA NT AFFILIATE,3203S1
2801649852,Detail with Sample,Event Call Report,5/22/2024,DSA NEXT BEST,3501A1
1244266225,Sample Only,P2P Call,9/5/2024,DSA NT AFFILIATE,3301A1
2653432068,Call Only,Event Call Report,12/16/2024,DSA TOP 30,3103A1
1838484689,Group Detail,SAM HCO Call Report,5/17/2024,NON-TARGET,3401S1
2084947478,Call Only,SAM HCO Call Report,3/26/2024,DSA TOP 30,3303A1
2286438003,Group Detail,Marketing Event,12/5/2024,DSA NT AFFILIATE,3302A1
1208689511,Sample Only,Group Training,11/23/2024,DSS TOP 30,3602S1
2342650906,Sample Only,Group Training,11/17/2024,DSA NT AFFILIATE,3302A1
1669723734,Detail Only,Non-Sampled Call,2/4/2024,DSA TOP 30,3602S1
1219179080,Sample Only,Group Training,5/19/2024,DSA NT AFFILIATE,3203S1
2619184225,Call Only,SAM HCO Call Report,2/25/2024,DSA TOP 30,3301A1
2904488489,Group Detail,P2P Call,5/4/2024,NON-TARGET,3601A1
1468216500,Call Only,SAM HCO Call Report,9/26/2024,DSS TOP 30,3202S1
1353644345,Call Only,Non-Sampled Call,9/4/2024,NON-TARGET,3203S1
2814205056,Detail Only,Event Call Report,11/13/2024,DSA NT AFFILIATE,3501A1
2037957095,Detail with Sample,Non-Sampled Call,10/26/2024,DSA TOP 30,3103A1
1902282498,Detail with Sample,Group Training,6/25/2024,DSA NEXT BEST,3303A1
1066599752,Sample Only,HCP Call,8/27/2024,DSA TOP 30,3201S1
2472495668,Group Detail,P2P Call,9/14/2024,NON-TARGET,3301A1
2265835930,Call Only,Event Call Report,4/28/2024,DSS TOP 30,3101A1
1534677842,Sample Only,Sampled Call,12/7/2024,DSA NT AFFILIATE,3502S1
1698825641,Call Only,P2P Call,12/12/2024,DSA NT AFFILIATE,3202S1
1896088604,Sample Only,Sampled Call,12/11/2024,NON-TARGET,3102A1
1310827587,Sample Only,P2P Call,3/16/2024,DSA TOP 30,3602S1
2103149940,Detail Only,Group Training,8/22/2024,DSA NT AFFILIATE,3402S1
2891986255,Group Detail,Group Training,4/26/2024,DSA TOP 30,3601A1
2417509599,Detail Only,Group Training,12/3/2024,DSA NEXT BEST,3402S1
2332648233,Call Only,Sampled Call,12/5/2024,DSA NT AFFILIATE,3401S1
1014216616,Sample Only,Sampled Call,5/27/2024,NON-TARGET,3302A1
1583980816,Group Detail,Group Training,3/31/2024,NON-TARGET,3303A1
2038497240,Detail Only,P2P Call,5/20/2024,NON-TARGET,3103A1
1215447259,Call Only,SAM HCO Call Report,12/4/2024,DSS TOP 30,3502S1
2120964073,Detail Only,Group Training,2/13/2024,DSA NEXT BEST,3602S1
1430941540,Detail with Sample,P2P Call,6/24/2024,DSA TOP 30,3203S1
2097171199,Detail with Sample,POC Call Report,9/14/2024,NON-TARGET,3102A1
1259878211,Detail with Sample,POC Call Report,7/25/2024,DSA NT AFFILIATE,3203S1
2856230848,Group Detail,Marketing Event,11/19/2024,DSA NT AFFILIATE,3302A1
1558798615,Sample Only,Non-Sampled Call,3/18/2024,DSA NEXT BEST,3101A1
1216605434,Group Detail,SAM HCO Call Report,5/19/2024,DSA TOP 30,3301A1
2286438003,Detail Only,P2P Call,12/15/2024,DSA NEXT BEST,3602S1
2280170289,Detail with Sample,HCP Call,1/16/2024,NON-TARGET,3601A1
1229788656,Call Only,Event Call Report,3/27/2024,DSA TOP 30,3303A1
1702235928,Group Detail,HCP Call,9/5/2024,NON-TARGET,3402S1
2095311847,Detail with Sample,Group Training,2/25/2024,DSA TOP 30,3102A1
1313693077,Sample Only,Group Training,7/5/2024,DSS TOP 30,3401S1
1342585963,Sample Only,P2P Call,9/6/2024,NON-TARGET,3501A1
2208845723,Group Detail,SAM HCO Call Report,5/14/2024,DSA TOP 30,3402S1
1646252443,Detail Only,Event Call Report,7/23/2024,DSS TOP 30,3303A1
1981276130,Detail Only,POC Call Report,6/9/2024,DSA TOP 30,3602S1
2639540281,Detail Only,Sampled Call,4/19/2024,DSA NEXT BEST,3101A1
1699825582,Detail with Sample,Non-Sampled Call,12/16/2024,DSA NEXT BEST,3101A1
2396882454,Detail Only,Event Call Report,9/10/2024,DSS TOP 30,3402S1
1405999663,Group Detail,POC Call Report,10/13/2024,DSA NT AFFILIATE,3601A1
2965022813,Call Only,Marketing Event,2/7/2024,DSA TOP 30,3502S1
1850939370,Detail with Sample,HCP Call,5/14/2024,DSA NEXT BEST,3401S1
1702235928,Sample Only,SAM HCO Call Report,4/4/2024,NON-TARGET,3402S1
1513839058,Group Detail,HCP Call,10/20/2024,DSS TOP 30,3202S1
1839474598,Call Only,P2P Call,3/26/2024,DSS TOP 30,3303A1
2920251994,Group Detail,Marketing Event,9/13/2024,DSA NEXT BEST,3101A1
2462882420,Group Detail,Non-Sampled Call,10/9/2024,DSA NEXT BEST,3301A1
1036915062,Detail with Sample,POC Call Report,11/17/2024,DSS TOP 30,3602S1
2714743529,Detail Only,HCP Call,12/1/2024,DSA TOP 30,3401S1
2226550313,Detail Only,SAM HCO Call Report,2/29/2024,DSS TOP 30,3203S1
1106824111,Detail with Sample,SAM HCO Call Report,8/5/2024,DSA NEXT BEST,3102A1
1926251230,Call Only,HCP Call,3/30/2024,DSA NEXT BEST,3102A1
2541199036,Sample Only,Sampled Call,5/20/2024,NON-TARGET,3203S1
2616438301,Call Only,SAM HCO Call Report,5/5/2024,DSA NEXT BEST,3203S1
2497070066,Detail with Sample,POC Call Report,10/21/2024,DSA NEXT BEST,3401S1
1534677842,Call Only,HCP Call,6/13/2024,NON-TARGET,3102A1
1345686792,Detail with Sample,HCP Call,7/14/2024,NON-TARGET,3502S1
1158860229,Group Detail,POC Call Report,11/2/2024,NON-TARGET,3502S1
2604294864,Detail Only,Marketing Event,6/20/2024,NON-TARGET,3402S1
1871920748,Call Only,Marketing Event,8/26/2024,DSA TOP 30,3101A1
2428608976,Detail Only,POC Call Report,5/30/2024,DSA TOP 30,3202S1
1790569592,Sample Only,P2P Call,6/28/2024,DSA NT AFFILIATE,3602S1
2619717024,Group Detail,SAM HCO Call Report,11/25/2024,DSA NT AFFILIATE,3103A1
1962569438,Sample Only,Event Call Report,4/20/2024,NON-TARGET,3302A1
2035199716,Call Only,Sampled Call,4/7/2024,NON-TARGET,3102A1
2529756351,Sample Only,Group Training,11/23/2024,DSS TOP 30,3103A1
2139644781,Detail Only,Marketing Event,7/6/2024,NON-TARGET,3203S1
2981673854,Group Detail,Event Call Report,6/17/2024,DSA TOP 30,3402S1
1967251727,Sample Only,Sampled Call,12/3/2024,DSA TOP 30,3303A1
1246191306,Sample Only,Event Call Report,8/22/2024,DSA TOP 30,3402S1
2094865207,Detail Only,Sampled Call,4/7/2024,NON-TARGET,3301A1
1793764836,Call Only,SAM HCO Call Report,8/2/2024,DSA NEXT BEST,3501A1
1831990773,Call Only,Sampled Call,1/1/2024,DSA NEXT BEST,3402S1
1687054641,Call Only,Sampled Call,5/7/2024,NON-TARGET,3301A1
2290669817,Sample Only,POC Call Report,10/17/2024,DSA NT AFFILIATE,3501A1
2994197958,Group Detail,Event Call Report,10/12/2024,DSA TOP 30,3402S1
2447984465,Call Only,Event Call Report,11/8/2024,DSA NT AFFILIATE,3202S1
2644331601,Call Only,P2P Call,5/4/2024,DSA TOP 30,3102A1
1681598635,Call Only,Non-Sampled Call,10/20/2024,DSA NT AFFILIATE,3502S1
2862879869,Detail Only,Event Call Report,11/8/2024,DSS TOP 30,3202S1
1418320881,Detail with Sample,Group Training,12/21/2024,NON-TARGET,3301A1
1954337414,Detail with Sample,SAM HCO Call Report,2/1/2024,NON-TARGET,3301A1
1979143235,Sample Only,Group Training,2/22/2024,NON-TARGET,3402S1
1720967940,Sample Only,Sampled Call,4/27/2024,DSS TOP 30,3202S1
2111533705,Call Only,P2P Call,9/21/2024,DSA NEXT BEST,3302A1
1333613493,Detail Only,Event Call Report,7/22/2024,DSA NT AFFILIATE,3501A1
2528433408,Sample Only,HCP Call,2/25/2024,DSS TOP 30,3301A1
1453911123,Detail with Sample,Event Call Report,8/22/2024,DSA NEXT BEST,3203S1
1516170394,Detail with Sample,Non-Sampled Call,12/4/2024,NON-TARGET,3102A1
2731858912,Sample Only,Sampled Call,9/28/2024,DSA NEXT BEST,3102A1
2069151112,Detail with Sample,POC Call Report,9/22/2024,DSA NT AFFILIATE,3101A1
1578667154,Group Detail,HCP Call,11/1/2024,DSS TOP 30,3601A1
1975245638,Detail Only,Sampled Call,1/30/2024,DSS TOP 30,3501A1
1684045634,Detail Only,SAM HCO Call Report,5/19/2024,DSA TOP 30,3101A1
2881914481,Sample Only,Sampled Call,2/19/2024,DSA NEXT BEST,3302A1
2403964139,Group Detail,Group Training,2/9/2024,NON-TARGET,3302A1
2273740304,Group Detail,POC Call Report,7/18/2024,DSS TOP 30,3501A1
1437346677,Detail Only,Event Call Report,5/18/2024,DSS TOP 30,3601A1
1565753223,Sample Only,Marketing Event,8/7/2024,DSS TOP 30,3301A1
1590664262,Sample Only,Marketing Event,6/15/2024,DSS TOP 30,3402S1
1448183622,Detail Only,Non-Sampled Call,8/29/2024,DSA TOP 30,3302A1
1590664262,Detail Only,Sampled Call,10/21/2024,DSS TOP 30,3501A1
1353644345,Sample Only,SAM HCO Call Report,5/22/2024,DSA TOP 30,3102A1
2536154814,Detail Only,POC Call Report,10/5/2024,DSA NT AFFILIATE,3201S1
1306246859,Sample Only,HCP Call,1/20/2024,DSA TOP 30,3203S1
1240615946,Sample Only,Event Call Report,7/22/2024,NON-TARGET,3301A1
1377203094,Call Only,Non-Sampled Call,6/24/2024,DSA TOP 30,3502S1
2259799837,Sample Only,Non-Sampled Call,6/30/2024,DSA NT AFFILIATE,3602S1
1343941744,Group Detail,Marketing Event,10/2/2024,NON-TARGET,3102A1
2120238635,Group Detail,Group Training,11/8/2024,NON-TARGET,3601A1
2986446686,Call Only,P2P Call,9/12/2024,DSA NT AFFILIATE,3302A1
1302185499,Sample Only,Event Call Report,1/9/2024,DSA NEXT BEST,3401S1
1224925519,Group Detail,Non-Sampled Call,7/31/2024,DSA TOP 30,3401S1
2549777916,Detail with Sample,HCP Call,6/25/2024,DSS TOP 30,3303A1
1733020273,Sample Only,Marketing Event,9/17/2024,DSA NT AFFILIATE,3502S1
1693045989,Call Only,POC Call Report,5/22/2024,DSA TOP 30,3202S1
1728237072,Detail with Sample,Sampled Call,8/17/2024,DSA NT AFFILIATE,3601A1
2816805275,Call Only,Sampled Call,6/4/2024,DSA TOP 30,3502S1
1569062688,Call Only,Event Call Report,2/27/2024,DSA NT AFFILIATE,3602S1
1265496230,Group Detail,Non-Sampled Call,1/31/2024,DSA NEXT BEST,3502S1
2583863556,Group Detail,Group Training,1/1/2024,DSA NEXT BEST,3101A1
2087816597,Detail Only,POC Call Report,8/1/2024,DSA NT AFFILIATE,3202S1
1630232096,Detail with Sample,Sampled Call,11/30/2024,DSS TOP 30,3203S1
1779856796,Detail with Sample,SAM HCO Call Report,2/3/2024,DSA NEXT BEST,3601A1
1592702912,Group Detail,Group Training,12/1/2024,DSA NEXT BEST,3101A1
2745160388,Call Only,Group Training,8/14/2024,DSA NEXT BEST,3601A1
2327160491,Call Only,Sampled Call,10/22/2024,NON-TARGET,3602S1
2548099270,Detail Only,HCP Call,8/11/2024,DSA TOP 30,3203S1
1720967940,Detail Only,Marketing Event,12/5/2024,NON-TARGET,3401S1
2354933984,Group Detail,P2P Call,4/4/2024,DSA NEXT BEST,3502S1
2682600677,Detail Only,POC Call Report,3/18/2024,DSA TOP 30,3103A1
