account_npi,call_type,call_record_type,date,account_target_type,territory
2806649782,Group Detail,Sampled Call,12/27/2024,NON-TARGET,3102A1
2807209529,Call Only,Group Training,8/5/2024,DSS TOP 30,3401S1
2024100576,Group Detail,Event Call Report,8/13/2024,DSA NEXT BEST,3502S1
1922906381,Detail Only,Non-Sampled Call,2/15/2024,DSS TOP 30,3201S1
2982050292,Call Only,SAM HCO Call Report,5/14/2024,DSA NEXT BEST,3303A1
1162751166,Detail with Sample,Sampled Call,2/21/2024,DSA TOP 30,3401S1
1501797664,Sample Only,P2P Call,9/15/2024,DSS TOP 30,3501A1
2657836975,Detail Only,HCP Call,4/23/2024,NON-TARGET,3103A1
1120374002,Detail with Sample,HCP Call,6/6/2024,NON-TARGET,3102A1
1592455271,Detail with Sample,Non-Sampled Call,12/24/2024,NON-TARGET,3602S1
2828977401,Call Only,P2P Call,7/21/2024,DSA NT AFFILIATE,3103A1
2063598805,Call Only,Non-Sampled Call,3/17/2024,DSA TOP 30,3401S1
2420263572,Detail Only,P2P Call,9/18/2024,DSA TOP 30,3301A1
1932140435,Detail with Sample,P2P Call,9/23/2024,DSA NT AFFILIATE,3601A1
1017541366,Detail with Sample,SAM HCO Call Report,7/19/2024,DSS TOP 30,3202S1
2372859849,Sample Only,P2P Call,11/14/2024,DSA NEXT BEST,3601A1
1782072167,Sample Only,P2P Call,6/12/2024,DSS TOP 30,3101A1
2220873679,Detail with Sample,Group Training,3/8/2024,DSA NT AFFILIATE,3501A1
2228802977,Sample Only,Event Call Report,7/22/2024,DSA TOP 30,3302A1
1560784272,Group Detail,P2P Call,5/2/2024,DSS TOP 30,3101A1
1448094464,Detail with Sample,P2P Call,4/7/2024,NON-TARGET,3102A1
2821277197,Sample Only,Event Call Report,9/6/2024,DSA TOP 30,3501A1
1364712958,Sample Only,Sampled Call,5/11/2024,NON-TARGET,3201S1
2807209529,Sample Only,HCP Call,10/16/2024,NON-TARGET,3302A1
1974058669,Detail Only,Sampled Call,12/11/2024,DSS TOP 30,3301A1
2774152785,Sample Only,Non-Sampled Call,11/8/2024,DSS TOP 30,3501A1
1260473390,Call Only,SAM HCO Call Report,4/25/2024,DSA NT AFFILIATE,3101A1
1934247352,Call Only,HCP Call,2/6/2024,DSA NEXT BEST,3501A1
1347701169,Group Detail,HCP Call,9/1/2024,DSA NT AFFILIATE,3302A1
1761071081,Call Only,Non-Sampled Call,1/15/2024,DSA TOP 30,3401S1
2020066797,Detail Only,Sampled Call,4/17/2024,DSA NT AFFILIATE,3402S1
2699840191,Detail Only,Non-Sampled Call,1/31/2024,NON-TARGET,3302A1
1359964572,Call Only,Non-Sampled Call,10/31/2024,NON-TARGET,3102A1
2443858283,Detail Only,Non-Sampled Call,12/9/2024,DSS TOP 30,3303A1
1588745354,Group Detail,POC Call Report,11/24/2024,DSA TOP 30,3102A1
1320358771,Sample Only,Sampled Call,11/19/2024,DSS TOP 30,3203S1
1532716220,Detail Only,P2P Call,10/1/2024,DSS TOP 30,3203S1
1821494919,Detail Only,POC Call Report,1/17/2024,DSS TOP 30,3402S1
2432011258,Call Only,SAM HCO Call Report,12/1/2024,NON-TARGET,3302A1
1207561299,Detail with Sample,Group Training,8/28/2024,DSA TOP 30,3303A1
2348667904,Detail Only,POC Call Report,9/24/2024,DSS TOP 30,3501A1
1525648703,Detail with Sample,HCP Call,2/25/2024,DSS TOP 30,3203S1
2668757848,Call Only,SAM HCO Call Report,9/18/2024,DSA TOP 30,3301A1
1179629579,Sample Only,Event Call Report,8/20/2024,NON-TARGET,3102A1
2469935072,Sample Only,Non-Sampled Call,4/15/2024,DSA NEXT BEST,3102A1
2059201414,Call Only,SAM HCO Call Report,2/6/2024,DSA TOP 30,3202S1
2958698447,Detail with Sample,Sampled Call,4/24/2024,DSA NEXT BEST,3601A1
1156895417,Call Only,Sampled Call,10/3/2024,NON-TARGET,3501A1
2576424226,Detail Only,Sampled Call,12/10/2024,NON-TARGET,3301A1
2711627741,Detail Only,Sampled Call,12/10/2024,DSA TOP 30,3601A1
2881245779,Group Detail,Event Call Report,8/7/2024,DSA NT AFFILIATE,3302A1
1539034254,Call Only,Marketing Event,3/5/2024,NON-TARGET,3101A1
1702060003,Detail Only,Event Call Report,4/6/2024,DSA NEXT BEST,3301A1
1158282812,Detail Only,Event Call Report,12/13/2024,NON-TARGET,3401S1
2788157291,Detail with Sample,Group Training,1/4/2024,DSS TOP 30,3303A1
2917523884,Sample Only,P2P Call,10/2/2024,DSS TOP 30,3203S1
1026785319,Group Detail,Non-Sampled Call,6/4/2024,NON-TARGET,3501A1
2993765474,Group Detail,Event Call Report,5/29/2024,DSA NT AFFILIATE,3303A1
1063831851,Detail with Sample,Group Training,7/31/2024,NON-TARGET,3101A1
2744858560,Call Only,HCP Call,4/17/2024,DSA NEXT BEST,3103A1
1160539308,Sample Only,Sampled Call,3/16/2024,DSA NEXT BEST,3602S1
1050162906,Detail with Sample,Marketing Event,9/16/2024,NON-TARGET,3502S1
1221873852,Call Only,P2P Call,7/24/2024,DSA NEXT BEST,3201S1
2036176291,Sample Only,SAM HCO Call Report,10/13/2024,DSA NEXT BEST,3202S1
2711835732,Sample Only,Marketing Event,6/10/2024,DSA NEXT BEST,3602S1
2868327731,Call Only,SAM HCO Call Report,6/1/2024,DSA NEXT BEST,3302A1
1815494354,Detail Only,Non-Sampled Call,5/28/2024,DSS TOP 30,3501A1
1588745354,Call Only,SAM HCO Call Report,6/25/2024,DSS TOP 30,3402S1
1715421804,Call Only,Event Call Report,1/29/2024,DSA TOP 30,3303A1
1142096682,Call Only,POC Call Report,12/28/2024,DSA NT AFFILIATE,3302A1
2137189185,Group Detail,P2P Call,10/28/2024,DSA TOP 30,3502S1
2151884836,Detail Only,Sampled Call,11/4/2024,NON-TARGET,3401S1
1499092466,Sample Only,Non-Sampled Call,12/5/2024,DSA NEXT BEST,3401S1
1656118013,Detail Only,P2P Call,11/16/2024,DSA NT AFFILIATE,3502S1
1509488753,Group Detail,Non-Sampled Call,11/2/2024,NON-TARGET,3101A1
2026022448,Call Only,POC Call Report,8/29/2024,DSA NEXT BEST,3102A1
2138951161,Detail Only,Non-Sampled Call,2/21/2024,NON-TARGET,3302A1
1855204515,Detail with Sample,Event Call Report,3/29/2024,DSA NT AFFILIATE,3101A1
1898312820,Group Detail,Sampled Call,12/30/2024,DSS TOP 30,3103A1
1085154399,Detail with Sample,Marketing Event,9/22/2024,DSA TOP 30,3203S1
2725857722,Group Detail,Marketing Event,3/28/2024,DSA NEXT BEST,3103A1
1786337152,Call Only,Group Training,8/31/2024,NON-TARGET,3402S1
2555451083,Group Detail,POC Call Report,8/8/2024,DSS TOP 30,3203S1
1698895545,Detail Only,Group Training,3/9/2024,DSA NT AFFILIATE,3203S1
1320960725,Sample Only,Event Call Report,10/28/2024,DSA TOP 30,3102A1
1715343685,Call Only,Event Call Report,4/23/2024,DSA NT AFFILIATE,3202S1
1362989442,Sample Only,POC Call Report,8/8/2024,DSA NEXT BEST,3102A1
1193939475,Detail with Sample,Sampled Call,11/28/2024,NON-TARGET,3501A1
2596648531,Group Detail,Sampled Call,5/1/2024,DSA NT AFFILIATE,3501A1
2565649841,Call Only,Event Call Report,11/7/2024,NON-TARGET,3203S1
1226838637,Detail Only,Non-Sampled Call,8/30/2024,DSA NT AFFILIATE,3401S1
1018562056,Detail Only,SAM HCO Call Report,7/7/2024,DSS TOP 30,3402S1
2590188328,Detail with Sample,SAM HCO Call Report,3/21/2024,DSA NT AFFILIATE,3103A1
2939108847,Group Detail,Marketing Event,4/7/2024,DSA TOP 30,3502S1
2208725438,Detail Only,Event Call Report,9/24/2024,NON-TARGET,3402S1
1715343685,Sample Only,HCP Call,5/16/2024,NON-TARGET,3303A1
2092673405,Detail with Sample,HCP Call,2/15/2024,DSA TOP 30,3602S1
2288346998,Group Detail,Non-Sampled Call,9/4/2024,NON-TARGET,3102A1
2562517983,Call Only,HCP Call,2/9/2024,DSA TOP 30,3101A1
1961053343,Detail Only,Group Training,7/6/2024,NON-TARGET,3501A1
1535469660,Detail with Sample,Non-Sampled Call,10/27/2024,DSA TOP 30,3302A1
2288346998,Call Only,HCP Call,5/21/2024,DSA NT AFFILIATE,3102A1
2573362924,Detail with Sample,Group Training,4/9/2024,DSA NEXT BEST,3302A1
1583384795,Call Only,Sampled Call,11/12/2024,NON-TARGET,3203S1
1097956401,Detail Only,SAM HCO Call Report,7/6/2024,DSA NT AFFILIATE,3101A1
2211459694,Detail with Sample,Group Training,6/30/2024,DSA NT AFFILIATE,3202S1
1000725299,Detail with Sample,HCP Call,11/12/2024,NON-TARGET,3502S1
2275672901,Call Only,POC Call Report,5/31/2024,DSA NT AFFILIATE,3502S1
1182692309,Sample Only,P2P Call,5/3/2024,DSS TOP 30,3303A1
2828977401,Detail with Sample,HCP Call,11/18/2024,DSA TOP 30,3203S1
2758572933,Detail with Sample,Non-Sampled Call,5/10/2024,NON-TARGET,3101A1
2037835457,Detail Only,Group Training,9/2/2024,DSA NT AFFILIATE,3402S1
1082734516,Sample Only,Event Call Report,5/3/2024,DSA NEXT BEST,3502S1
2009788155,Call Only,Event Call Report,1/27/2024,NON-TARGET,3601A1
2446598605,Call Only,Sampled Call,2/3/2024,DSA NT AFFILIATE,3502S1
1833963562,Detail with Sample,Sampled Call,5/25/2024,NON-TARGET,3303A1
1622075016,Group Detail,Event Call Report,11/27/2024,DSS TOP 30,3103A1
2436640557,Sample Only,Group Training,7/27/2024,DSA TOP 30,3101A1
1336317746,Group Detail,Sampled Call,11/4/2024,DSA NT AFFILIATE,3301A1
2138951161,Detail with Sample,Sampled Call,3/28/2024,DSA TOP 30,3203S1
1683215576,Call Only,SAM HCO Call Report,6/14/2024,DSA NT AFFILIATE,3203S1
2699840191,Group Detail,Event Call Report,5/9/2024,DSA TOP 30,3601A1
1602804039,Group Detail,Non-Sampled Call,8/18/2024,DSA NT AFFILIATE,3402S1
2196562116,Group Detail,Event Call Report,2/25/2024,NON-TARGET,3101A1
1082380658,Detail Only,Group Training,7/22/2024,DSA TOP 30,3303A1
1017190495,Sample Only,Non-Sampled Call,7/3/2024,DSA NT AFFILIATE,3301A1
2831146994,Detail Only,P2P Call,7/12/2024,DSA NT AFFILIATE,3502S1
1176937322,Detail Only,POC Call Report,2/8/2024,DSA TOP 30,3202S1
1420330423,Detail Only,Group Training,1/29/2024,NON-TARGET,3203S1
2018194569,Group Detail,Event Call Report,5/6/2024,DSS TOP 30,3602S1
1207561299,Sample Only,Marketing Event,12/25/2024,DSA NT AFFILIATE,3401S1
2831146994,Sample Only,POC Call Report,6/26/2024,DSA NEXT BEST,3303A1
1136635636,Detail Only,SAM HCO Call Report,2/24/2024,NON-TARGET,3402S1
1101973301,Sample Only,Group Training,6/12/2024,DSA NEXT BEST,3102A1
1427935943,Detail Only,P2P Call,4/25/2024,NON-TARGET,3303A1
1588745354,Sample Only,SAM HCO Call Report,9/20/2024,DSS TOP 30,3402S1
2037597529,Sample Only,POC Call Report,7/8/2024,DSS TOP 30,3502S1
2319288466,Sample Only,Sampled Call,1/17/2024,DSA NT AFFILIATE,3202S1
2242337638,Call Only,Non-Sampled Call,3/11/2024,DSA NEXT BEST,3203S1
1082734516,Group Detail,Non-Sampled Call,12/2/2024,DSS TOP 30,3402S1
1367812979,Detail Only,POC Call Report,2/7/2024,NON-TARGET,3203S1
1815494354,Call Only,Group Training,10/2/2024,DSA NT AFFILIATE,3602S1
1879444329,Group Detail,Marketing Event,11/9/2024,DSS TOP 30,3302A1
1497595304,Detail with Sample,HCP Call,12/2/2024,NON-TARGET,3502S1
2436051847,Detail with Sample,HCP Call,4/24/2024,NON-TARGET,3502S1
2836357679,Detail Only,Non-Sampled Call,2/12/2024,NON-TARGET,3302A1
1717295925,Detail with Sample,Non-Sampled Call,1/18/2024,DSA NEXT BEST,3203S1
2101403125,Group Detail,Event Call Report,6/7/2024,NON-TARGET,3402S1
2263400992,Group Detail,SAM HCO Call Report,4/3/2024,DSA NEXT BEST,3602S1
2534535584,Sample Only,Marketing Event,10/23/2024,NON-TARGET,3602S1
1407987625,Detail with Sample,POC Call Report,3/15/2024,DSA NT AFFILIATE,3401S1
1885485142,Call Only,POC Call Report,3/27/2024,NON-TARGET,3402S1
2036176291,Detail with Sample,HCP Call,6/2/2024,DSA NEXT BEST,3302A1
1973409699,Detail with Sample,Event Call Report,8/20/2024,DSS TOP 30,3201S1
1815744808,Detail with Sample,HCP Call,9/7/2024,NON-TARGET,3201S1
1336317746,Call Only,P2P Call,9/21/2024,NON-TARGET,3502S1
2324761333,Sample Only,POC Call Report,9/23/2024,DSS TOP 30,3203S1
1669912444,Call Only,Sampled Call,1/28/2024,NON-TARGET,3203S1
2730867195,Detail Only,SAM HCO Call Report,11/8/2024,DSA NEXT BEST,3402S1
1051124293,Group Detail,Event Call Report,12/28/2024,DSS TOP 30,3401S1
1161347404,Call Only,Sampled Call,11/10/2024,DSS TOP 30,3303A1
1725708596,Sample Only,Sampled Call,4/13/2024,DSA TOP 30,3303A1
2059201414,Group Detail,HCP Call,3/23/2024,DSS TOP 30,3103A1
2923311183,Detail Only,P2P Call,11/1/2024,DSA TOP 30,3101A1
2889815656,Detail Only,Group Training,12/4/2024,DSA NT AFFILIATE,3201S1
2367415177,Group Detail,Marketing Event,4/8/2024,DSS TOP 30,3103A1
2446598605,Detail Only,Group Training,1/5/2024,DSA NT AFFILIATE,3601A1
1379810912,Sample Only,P2P Call,9/4/2024,DSA NEXT BEST,3201S1
2460962133,Group Detail,Sampled Call,3/25/2024,NON-TARGET,3303A1
1767365487,Sample Only,Marketing Event,1/11/2024,DSA NT AFFILIATE,3101A1
1078870282,Detail with Sample,HCP Call,6/28/2024,DSA NEXT BEST,3303A1
2898802174,Group Detail,Non-Sampled Call,9/1/2024,DSA TOP 30,3402S1
1825447590,Group Detail,Sampled Call,10/25/2024,DSA NEXT BEST,3402S1
1338720525,Sample Only,POC Call Report,1/9/2024,DSA NEXT BEST,3302A1
1047261050,Detail with Sample,Event Call Report,8/29/2024,DSA NT AFFILIATE,3201S1
1285377683,Sample Only,Event Call Report,2/22/2024,DSS TOP 30,3401S1
2805138563,Detail Only,SAM HCO Call Report,6/14/2024,DSS TOP 30,3502S1
1152169676,Group Detail,POC Call Report,2/13/2024,DSA NT AFFILIATE,3301A1
1708626443,Sample Only,Event Call Report,5/19/2024,NON-TARGET,3401S1
2213981554,Detail with Sample,Non-Sampled Call,6/1/2024,NON-TARGET,3402S1
2087217788,Detail Only,Marketing Event,2/11/2024,DSA NEXT BEST,3502S1
2141333738,Detail with Sample,Event Call Report,10/30/2024,DSA NT AFFILIATE,3501A1
2206887339,Sample Only,SAM HCO Call Report,9/25/2024,NON-TARGET,3302A1
1502696097,Detail Only,P2P Call,7/27/2024,DSA TOP 30,3501A1
1818141606,Group Detail,Event Call Report,11/8/2024,NON-TARGET,3103A1
1379810912,Sample Only,Sampled Call,5/7/2024,DSS TOP 30,3401S1
1327229405,Call Only,SAM HCO Call Report,12/25/2024,NON-TARGET,3401S1
2275672901,Group Detail,POC Call Report,10/20/2024,DSS TOP 30,3101A1
1901431211,Call Only,POC Call Report,7/23/2024,NON-TARGET,3303A1
2372859849,Sample Only,Non-Sampled Call,12/4/2024,DSA NEXT BEST,3103A1
2755022205,Sample Only,HCP Call,7/9/2024,DSA NT AFFILIATE,3101A1
2068117932,Detail Only,Sampled Call,10/20/2024,DSA NT AFFILIATE,3201S1
1782072167,Detail with Sample,SAM HCO Call Report,6/16/2024,NON-TARGET,3303A1
2221582477,Call Only,HCP Call,5/15/2024,DSS TOP 30,3303A1
2115092070,Call Only,SAM HCO Call Report,1/9/2024,DSS TOP 30,3303A1
1725708596,Call Only,Event Call Report,4/19/2024,NON-TARGET,3203S1
2694272291,Call Only,Non-Sampled Call,7/22/2024,DSA TOP 30,3401S1
2027834130,Call Only,P2P Call,7/31/2024,DSA TOP 30,3101A1
1316746054,Call Only,Non-Sampled Call,1/5/2024,NON-TARGET,3203S1
2271896348,Detail Only,Marketing Event,2/13/2024,DSA NEXT BEST,3502S1
1750186189,Sample Only,Non-Sampled Call,12/4/2024,DSS TOP 30,3402S1
2725857722,Detail with Sample,Non-Sampled Call,12/18/2024,DSA NEXT BEST,3301A1
2016180420,Group Detail,POC Call Report,8/17/2024,DSA NT AFFILIATE,3401S1
2450385329,Detail with Sample,HCP Call,3/29/2024,DSA NEXT BEST,3502S1
1326536131,Call Only,POC Call Report,4/27/2024,NON-TARGET,3602S1
2074509882,Call Only,Sampled Call,11/23/2024,DSA TOP 30,3201S1
1749032262,Detail with Sample,Non-Sampled Call,9/5/2024,DSA TOP 30,3101A1
2005411596,Detail with Sample,P2P Call,5/31/2024,DSS TOP 30,3101A1
2506008370,Call Only,Event Call Report,12/19/2024,DSS TOP 30,3601A1
2590389199,Call Only,SAM HCO Call Report,1/27/2024,DSA NEXT BEST,3102A1
2758572933,Detail Only,POC Call Report,3/27/2024,NON-TARGET,3201S1
2711627741,Group Detail,Sampled Call,4/22/2024,DSA NT AFFILIATE,3102A1
1247481029,Group Detail,SAM HCO Call Report,8/3/2024,DSA NEXT BEST,3401S1
2595259181,Call Only,POC Call Report,8/9/2024,DSS TOP 30,3502S1
1845150893,Group Detail,Marketing Event,8/31/2024,NON-TARGET,3103A1
2998325472,Group Detail,Marketing Event,6/20/2024,DSA NT AFFILIATE,3201S1
1749032262,Sample Only,Non-Sampled Call,11/13/2024,NON-TARGET,3602S1
2737461240,Detail Only,Event Call Report,11/1/2024,DSA NEXT BEST,3401S1
2552028777,Call Only,Group Training,5/29/2024,DSA NT AFFILIATE,3101A1
2964955476,Detail Only,P2P Call,5/18/2024,DSA TOP 30,3203S1
1219452578,Group Detail,HCP Call,12/28/2024,NON-TARGET,3301A1
2541782831,Sample Only,Marketing Event,7/9/2024,DSA NT AFFILIATE,3301A1
2590389199,Call Only,Marketing Event,2/19/2024,DSA NEXT BEST,3303A1
2063012856,Detail Only,POC Call Report,7/10/2024,DSS TOP 30,3501A1
1845150893,Sample Only,Group Training,10/2/2024,DSA NT AFFILIATE,3202S1
2148688506,Detail Only,Group Training,12/15/2024,DSA NT AFFILIATE,3301A1
1773231863,Call Only,Event Call Report,11/25/2024,DSS TOP 30,3501A1
1752814218,Group Detail,Group Training,5/13/2024,NON-TARGET,3502S1
2187887027,Call Only,Event Call Report,10/13/2024,NON-TARGET,3203S1
2046042020,Group Detail,HCP Call,10/22/2024,DSA NT AFFILIATE,3401S1
2691025643,Call Only,P2P Call,1/10/2024,DSS TOP 30,3502S1
2436761205,Detail with Sample,P2P Call,9/22/2024,DSA NEXT BEST,3103A1
1141546745,Group Detail,POC Call Report,12/16/2024,DSA TOP 30,3103A1
2711835732,Call Only,POC Call Report,7/12/2024,NON-TARGET,3502S1
1658582729,Sample Only,HCP Call,9/17/2024,DSS TOP 30,3502S1
2205645365,Group Detail,Marketing Event,8/6/2024,DSA NEXT BEST,3401S1
2898802174,Detail Only,POC Call Report,6/8/2024,DSA TOP 30,3402S1
1325705166,Group Detail,P2P Call,11/1/2024,DSA NEXT BEST,3203S1
2391102486,Detail Only,Sampled Call,10/10/2024,DSA NEXT BEST,3203S1
1588745354,Detail Only,SAM HCO Call Report,8/8/2024,DSA NEXT BEST,3302A1
1001110541,Detail Only,HCP Call,11/8/2024,NON-TARGET,3601A1
2733328369,Sample Only,Non-Sampled Call,2/11/2024,DSS TOP 30,3401S1
1520868744,Group Detail,Group Training,9/12/2024,DSS TOP 30,3302A1
1017541366,Detail with Sample,Marketing Event,2/28/2024,DSS TOP 30,3203S1
1845150893,Sample Only,Sampled Call,10/8/2024,DSA NT AFFILIATE,3302A1
1830232029,Group Detail,Event Call Report,2/4/2024,DSS TOP 30,3301A1
2680128515,Call Only,Event Call Report,4/24/2024,DSS TOP 30,3601A1
1384011498,Detail with Sample,HCP Call,7/28/2024,DSA NT AFFILIATE,3202S1
1520868744,Detail Only,Group Training,12/6/2024,NON-TARGET,3103A1
2048313569,Group Detail,Sampled Call,8/28/2024,DSS TOP 30,3103A1
2327333999,Sample Only,POC Call Report,10/13/2024,DSA NEXT BEST,3302A1
2756847550,Detail Only,Group Training,3/19/2024,DSA TOP 30,3302A1
1037188776,Sample Only,Event Call Report,12/19/2024,NON-TARGET,3602S1
1162751166,Detail with Sample,SAM HCO Call Report,4/21/2024,DSS TOP 30,3402S1
1850383363,Detail Only,Sampled Call,6/11/2024,NON-TARGET,3601A1
2030410654,Call Only,Group Training,1/22/2024,DSS TOP 30,3203S1
1931625808,Call Only,Group Training,4/15/2024,DSA NT AFFILIATE,3602S1
2537065167,Detail with Sample,Marketing Event,9/16/2024,DSA NT AFFILIATE,3103A1
1998655144,Call Only,HCP Call,12/14/2024,DSA NEXT BEST,3501A1
1046537682,Sample Only,Sampled Call,8/12/2024,NON-TARGET,3103A1
1105729410,Detail with Sample,Event Call Report,4/4/2024,DSA TOP 30,3201S1
1899954711,Call Only,Sampled Call,6/6/2024,DSA NT AFFILIATE,3101A1
1642112302,Detail with Sample,SAM HCO Call Report,12/14/2024,DSA TOP 30,3203S1
1641712573,Call Only,Non-Sampled Call,8/25/2024,DSA TOP 30,3401S1
1658582729,Detail Only,Non-Sampled Call,4/28/2024,DSA NEXT BEST,3103A1
1645337229,Call Only,Group Training,8/26/2024,NON-TARGET,3202S1
1141546745,Detail Only,HCP Call,5/14/2024,DSA NEXT BEST,3501A1
2219439284,Sample Only,Sampled Call,9/4/2024,DSA NEXT BEST,3102A1
1815494354,Call Only,Group Training,2/22/2024,DSA TOP 30,3203S1
2303139832,Call Only,P2P Call,5/30/2024,DSA TOP 30,3602S1
1973948308,Call Only,Marketing Event,1/18/2024,DSA TOP 30,3501A1
2104903642,Sample Only,SAM HCO Call Report,1/12/2024,DSA NEXT BEST,3101A1
1746616299,Detail Only,HCP Call,8/5/2024,NON-TARGET,3103A1
2036176291,Call Only,HCP Call,3/29/2024,DSA NT AFFILIATE,3303A1
2200227508,Call Only,Event Call Report,9/27/2024,NON-TARGET,3202S1
1468176811,Call Only,Non-Sampled Call,8/27/2024,DSA NEXT BEST,3303A1
2555690656,Detail Only,P2P Call,12/3/2024,DSS TOP 30,3102A1
1497595304,Call Only,Non-Sampled Call,2/25/2024,NON-TARGET,3601A1
1035693371,Call Only,SAM HCO Call Report,7/31/2024,DSS TOP 30,3302A1
1331485159,Detail with Sample,SAM HCO Call Report,1/16/2024,NON-TARGET,3201S1
2263400992,Call Only,P2P Call,10/13/2024,DSA NT AFFILIATE,3301A1
1389089572,Detail Only,SAM HCO Call Report,9/1/2024,DSS TOP 30,3101A1
1953196167,Call Only,POC Call Report,10/17/2024,NON-TARGET,3203S1
1258852274,Call Only,Group Training,2/8/2024,DSA TOP 30,3202S1
2696603915,Sample Only,Event Call Report,6/22/2024,DSA NT AFFILIATE,3601A1
1644926030,Call Only,P2P Call,4/18/2024,DSS TOP 30,3602S1
2565649841,Call Only,Sampled Call,2/14/2024,NON-TARGET,3101A1
2303444729,Call Only,Sampled Call,8/2/2024,DSA NEXT BEST,3203S1
1420330423,Detail Only,POC Call Report,4/23/2024,DSA TOP 30,3303A1
2598740377,Group Detail,Sampled Call,12/30/2024,DSA NEXT BEST,3401S1
2534535584,Call Only,P2P Call,4/19/2024,DSA TOP 30,3301A1
1393594096,Detail with Sample,POC Call Report,2/5/2024,DSA NEXT BEST,3301A1
2391102486,Group Detail,P2P Call,3/2/2024,NON-TARGET,3303A1
2247750462,Call Only,Non-Sampled Call,8/28/2024,DSS TOP 30,3202S1
2435226739,Call Only,Marketing Event,12/11/2024,NON-TARGET,3601A1
1150320404,Detail with Sample,POC Call Report,11/20/2024,DSS TOP 30,3203S1
2425094469,Sample Only,Group Training,9/16/2024,DSA NT AFFILIATE,3201S1
1142096682,Sample Only,HCP Call,3/24/2024,DSA TOP 30,3501A1
1631375837,Sample Only,Sampled Call,10/27/2024,DSA NEXT BEST,3201S1
1264344290,Detail with Sample,POC Call Report,9/15/2024,DSS TOP 30,3202S1
2432011258,Sample Only,Event Call Report,5/31/2024,DSS TOP 30,3302A1
1669912444,Detail Only,Event Call Report,1/29/2024,DSS TOP 30,3501A1
2546750130,Sample Only,SAM HCO Call Report,11/17/2024,DSA NEXT BEST,3501A1
1916104993,Call Only,Marketing Event,7/13/2024,DSA TOP 30,3302A1
2205822931,Detail with Sample,POC Call Report,1/3/2024,DSA TOP 30,3101A1
1792800789,Group Detail,HCP Call,5/14/2024,DSS TOP 30,3102A1
1166956217,Detail Only,Non-Sampled Call,8/18/2024,DSA NEXT BEST,3103A1
2078163546,Group Detail,Marketing Event,7/10/2024,DSA NT AFFILIATE,3501A1
1931625808,Call Only,Group Training,7/2/2024,NON-TARGET,3201S1
1916104993,Group Detail,SAM HCO Call Report,7/20/2024,DSA NT AFFILIATE,3501A1
2790527838,Group Detail,POC Call Report,12/3/2024,NON-TARGET,3203S1
2239236348,Call Only,Group Training,11/30/2024,DSS TOP 30,3203S1
2151884836,Call Only,Group Training,1/24/2024,DSA TOP 30,3102A1
1639298312,Detail with Sample,Marketing Event,10/28/2024,DSS TOP 30,3402S1
1140505791,Group Detail,Group Training,10/31/2024,NON-TARGET,3402S1
2365885561,Detail with Sample,SAM HCO Call Report,7/16/2024,DSA NT AFFILIATE,3102A1
1815494354,Call Only,P2P Call,9/8/2024,DSS TOP 30,3101A1
1478069600,Sample Only,Group Training,1/27/2024,NON-TARGET,3102A1
1972325250,Call Only,Sampled Call,10/13/2024,NON-TARGET,3302A1
2016180420,Detail with Sample,SAM HCO Call Report,2/11/2024,DSA NEXT BEST,3201S1
2953070196,Detail with Sample,P2P Call,4/5/2024,DSA TOP 30,3201S1
2074509882,Detail with Sample,POC Call Report,9/26/2024,DSA NEXT BEST,3602S1
1792007187,Call Only,Non-Sampled Call,6/11/2024,NON-TARGET,3302A1
1502696097,Call Only,HCP Call,12/22/2024,DSA TOP 30,3501A1
2822465197,Group Detail,Event Call Report,8/4/2024,DSA NT AFFILIATE,3501A1
2242337638,Detail Only,Sampled Call,9/27/2024,NON-TARGET,3103A1
2621440664,Detail with Sample,HCP Call,4/21/2024,DSA NT AFFILIATE,3601A1
2481434617,Detail Only,Non-Sampled Call,2/27/2024,NON-TARGET,3502S1
2923311183,Call Only,Non-Sampled Call,1/16/2024,DSA NEXT BEST,3203S1
1012376198,Detail with Sample,Event Call Report,8/17/2024,DSA NEXT BEST,3102A1
1863329478,Detail Only,POC Call Report,8/20/2024,DSS TOP 30,3201S1
1922496037,Call Only,Event Call Report,9/7/2024,DSA NT AFFILIATE,3302A1
1331396992,Call Only,HCP Call,3/6/2024,DSA NT AFFILIATE,3601A1
2944273545,Detail Only,Marketing Event,2/10/2024,DSA TOP 30,3103A1
2835535846,Detail with Sample,Sampled Call,1/13/2024,DSA TOP 30,3601A1
2770705065,Call Only,HCP Call,8/31/2024,DSA NEXT BEST,3201S1
1021684087,Detail Only,POC Call Report,7/26/2024,DSA NEXT BEST,3103A1
2374236418,Group Detail,Non-Sampled Call,4/27/2024,NON-TARGET,3502S1
2532034416,Call Only,P2P Call,7/30/2024,DSS TOP 30,3601A1
1343723423,Group Detail,Group Training,4/3/2024,NON-TARGET,3103A1
2633767765,Call Only,P2P Call,5/2/2024,NON-TARGET,3203S1
2262881689,Detail with Sample,Event Call Report,2/13/2024,DSA NEXT BEST,3103A1
2436761205,Call Only,Event Call Report,7/16/2024,DSA NT AFFILIATE,3101A1
2694272291,Sample Only,Non-Sampled Call,6/22/2024,DSA NEXT BEST,3102A1
1767365487,Group Detail,POC Call Report,12/6/2024,DSA NEXT BEST,3502S1
1295720278,Group Detail,Event Call Report,2/1/2024,DSA NT AFFILIATE,3602S1
