account_npi,call_type,call_record_type,date,account_target_type,territory
2893086674,Call Only,Marketing Event,2/29/2024,DSS TOP 30,3101A1
1466895834,Sample Only,SAM HCO Call Report,8/11/2024,DSA NEXT BEST,3301A1
2158006433,Detail with Sample,Event Call Report,12/13/2024,DSA NT AFFILIATE,3203S1
1181943000,Detail with Sample,SAM HCO Call Report,1/31/2024,DSA TOP 30,3302A1
1403178765,Detail with Sample,SAM HCO Call Report,4/5/2024,DSS TOP 30,3202S1
2564771893,Call Only,Sampled Call,5/10/2024,NON-TARGET,3102A1
2543271817,Detail Only,Non-Sampled Call,6/17/2024,NON-TARGET,3402S1
2451138602,Call Only,P2P Call,7/16/2024,DSA NEXT BEST,3501A1
2779304456,Group Detail,POC Call Report,7/22/2024,NON-TARGET,3602S1
2568345892,Group Detail,Sampled Call,7/26/2024,DSS TOP 30,3302A1
1396009894,Detail Only,Marketing Event,8/30/2024,DSS TOP 30,3103A1
1033680941,Call Only,POC Call Report,2/27/2024,DSS TOP 30,3501A1
2038862716,Group Detail,POC Call Report,9/23/2024,DSA NEXT BEST,3101A1
2384026965,Detail with Sample,Non-Sampled Call,10/7/2024,NON-TARGET,3301A1
1932641952,Call Only,POC Call Report,11/4/2024,DSS TOP 30,3102A1
2739277149,Detail with Sample,POC Call Report,2/20/2024,DSS TOP 30,3301A1
1182853513,Detail Only,Event Call Report,7/17/2024,DSS TOP 30,3502S1
1961560156,Detail Only,Marketing Event,6/1/2024,DSA TOP 30,3101A1
2594865806,Detail with Sample,Sampled Call,1/15/2024,DSA NEXT BEST,3402S1
2137169245,Group Detail,Event Call Report,7/4/2024,DSA NEXT BEST,3401S1
1224855781,Call Only,Sampled Call,11/23/2024,DSS TOP 30,3302A1
1151700638,Detail Only,POC Call Report,5/2/2024,DSA TOP 30,3203S1
1420252924,Detail with Sample,P2P Call,3/8/2024,DSS TOP 30,3201S1
1790510554,Call Only,POC Call Report,11/17/2024,DSA NT AFFILIATE,3402S1
2958965473,Sample Only,Event Call Report,10/3/2024,DSA NT AFFILIATE,3501A1
2047998535,Sample Only,POC Call Report,10/9/2024,DSS TOP 30,3101A1
1959049634,Detail with Sample,Marketing Event,1/29/2024,DSA TOP 30,3101A1
2786709986,Sample Only,Group Training,9/30/2024,DSA NT AFFILIATE,3302A1
1337094179,Group Detail,Group Training,11/12/2024,DSA NEXT BEST,3203S1
2373473988,Sample Only,Event Call Report,3/3/2024,DSA NEXT BEST,3303A1
2270067206,Call Only,Sampled Call,3/16/2024,DSA NEXT BEST,3402S1
2343128316,Group Detail,Group Training,2/28/2024,DSA NT AFFILIATE,3601A1
1659787327,Call Only,Event Call Report,10/11/2024,DSA TOP 30,3301A1
1701308593,Group Detail,P2P Call,6/29/2024,DSA TOP 30,3101A1
2594449908,Call Only,SAM HCO Call Report,3/3/2024,DSA TOP 30,3501A1
2763027386,Detail with Sample,SAM HCO Call Report,9/9/2024,DSA TOP 30,3103A1
2148781723,Sample Only,SAM HCO Call Report,7/4/2024,DSA NT AFFILIATE,3103A1
1701308593,Detail Only,Group Training,12/4/2024,DSS TOP 30,3201S1
2245785791,Detail Only,SAM HCO Call Report,1/30/2024,DSA NT AFFILIATE,3302A1
1377006778,Call Only,Marketing Event,6/9/2024,DSA NEXT BEST,3103A1
1288022344,Detail with Sample,Marketing Event,10/30/2024,DSA NT AFFILIATE,3501A1
1164934232,Sample Only,Sampled Call,7/5/2024,NON-TARGET,3502S1
1525338172,Detail with Sample,SAM HCO Call Report,7/15/2024,DSS TOP 30,3303A1
2200525471,Group Detail,POC Call Report,8/17/2024,DSA NT AFFILIATE,3302A1
2407782735,Detail with Sample,Group Training,2/1/2024,DSA TOP 30,3401S1
1116683572,Detail Only,Group Training,8/13/2024,DSA NEXT BEST,3103A1
2607017940,Detail Only,Event Call Report,4/19/2024,NON-TARGET,3601A1
1871638498,Sample Only,Marketing Event,5/2/2024,DSA TOP 30,3401S1
1995891619,Call Only,Event Call Report,11/14/2024,DSS TOP 30,3601A1
1460839333,Call Only,Event Call Report,5/6/2024,DSA TOP 30,3402S1
2336733759,Sample Only,SAM HCO Call Report,7/1/2024,DSS TOP 30,3101A1
2804730279,Call Only,Sampled Call,8/26/2024,DSS TOP 30,3102A1
2916827385,Detail Only,Event Call Report,2/20/2024,DSA TOP 30,3402S1
1298300763,Detail with Sample,P2P Call,5/9/2024,DSA NEXT BEST,3502S1
2341197107,Call Only,Event Call Report,12/25/2024,DSA NT AFFILIATE,3303A1
2390589261,Sample Only,Marketing Event,10/29/2024,NON-TARGET,3102A1
2372627014,Detail with Sample,POC Call Report,4/9/2024,NON-TARGET,3203S1
2687935920,Detail with Sample,Sampled Call,10/17/2024,DSA NT AFFILIATE,3102A1
2159021092,Detail with Sample,HCP Call,1/14/2024,DSS TOP 30,3201S1
1629723329,Call Only,Non-Sampled Call,2/6/2024,DSA TOP 30,3303A1
1377006778,Call Only,Sampled Call,8/9/2024,NON-TARGET,3301A1
1939259956,Call Only,Marketing Event,4/24/2024,DSA TOP 30,3303A1
2343128316,Call Only,Sampled Call,6/20/2024,DSS TOP 30,3401S1
2773763277,Sample Only,Marketing Event,4/18/2024,DSA TOP 30,3601A1
1653668291,Group Detail,Event Call Report,10/4/2024,DSA NT AFFILIATE,3402S1
1504341098,Sample Only,POC Call Report,5/3/2024,DSA NEXT BEST,3602S1
1765955990,Sample Only,Non-Sampled Call,8/23/2024,DSA TOP 30,3203S1
1401482276,Sample Only,HCP Call,1/21/2024,DSA TOP 30,3501A1
1181943000,Detail with Sample,Event Call Report,9/8/2024,DSA NEXT BEST,3102A1
1064594631,Group Detail,Event Call Report,7/30/2024,DSA TOP 30,3502S1
2314335999,Call Only,P2P Call,3/28/2024,NON-TARGET,3502S1
1321478909,Detail with Sample,HCP Call,2/7/2024,DSA TOP 30,3102A1
1212446981,Detail Only,SAM HCO Call Report,8/15/2024,NON-TARGET,3602S1
2373473988,Detail Only,Marketing Event,4/30/2024,NON-TARGET,3202S1
1709482416,Detail with Sample,Non-Sampled Call,7/3/2024,NON-TARGET,3202S1
1716384886,Group Detail,Sampled Call,8/17/2024,DSS TOP 30,3502S1
2116416609,Detail with Sample,Event Call Report,1/27/2024,DSA NT AFFILIATE,3103A1
2977834817,Call Only,Sampled Call,7/27/2024,DSS TOP 30,3602S1
1845745452,Detail Only,SAM HCO Call Report,9/4/2024,DSA NEXT BEST,3402S1
1228016695,Detail with Sample,Group Training,10/9/2024,NON-TARGET,3501A1
2348438009,Call Only,Event Call Report,5/4/2024,DSA TOP 30,3201S1
1729786903,Detail with Sample,P2P Call,2/14/2024,DSA NT AFFILIATE,3602S1
1332377785,Detail Only,POC Call Report,4/2/2024,DSA NT AFFILIATE,3101A1
2351025529,Call Only,P2P Call,10/2/2024,DSA NT AFFILIATE,3401S1
2031876903,Group Detail,HCP Call,8/25/2024,DSA NT AFFILIATE,3202S1
2239013002,Detail Only,Marketing Event,5/19/2024,DSA NEXT BEST,3203S1
2556593222,Detail Only,HCP Call,11/4/2024,DSS TOP 30,3601A1
2457107965,Group Detail,Sampled Call,3/21/2024,NON-TARGET,3501A1
2045915598,Detail with Sample,Group Training,7/26/2024,DSA TOP 30,3601A1
2678203163,Detail with Sample,POC Call Report,11/1/2024,DSS TOP 30,3102A1
1876424142,Call Only,HCP Call,4/1/2024,DSS TOP 30,3303A1
1880002355,Call Only,P2P Call,4/3/2024,NON-TARGET,3102A1
1934359736,Sample Only,P2P Call,12/8/2024,DSA TOP 30,3302A1
2937933956,Call Only,Non-Sampled Call,5/7/2024,DSA NT AFFILIATE,3201S1
1504341098,Call Only,P2P Call,8/18/2024,DSA TOP 30,3202S1
1613044526,Sample Only,Group Training,7/15/2024,DSA NEXT BEST,3302A1
2897328924,Call Only,SAM HCO Call Report,10/18/2024,NON-TARGET,3103A1
2999454164,Detail Only,Sampled Call,1/25/2024,DSA NEXT BEST,3101A1
2376581084,Sample Only,Event Call Report,3/23/2024,DSA TOP 30,3102A1
1997051063,Call Only,Marketing Event,4/13/2024,NON-TARGET,3302A1
2754081798,Group Detail,P2P Call,12/27/2024,DSS TOP 30,3101A1
2544002476,Sample Only,Non-Sampled Call,4/16/2024,DSS TOP 30,3401S1
1202399257,Call Only,Sampled Call,1/27/2024,DSA TOP 30,3401S1
1321478909,Detail Only,POC Call Report,4/20/2024,DSA NT AFFILIATE,3103A1
2382153795,Call Only,HCP Call,9/12/2024,DSA NT AFFILIATE,3203S1
1775615220,Detail with Sample,SAM HCO Call Report,10/5/2024,DSA TOP 30,3201S1
2897319303,Detail with Sample,Event Call Report,9/12/2024,NON-TARGET,3402S1
1565390729,Group Detail,Event Call Report,1/27/2024,NON-TARGET,3101A1
1744078039,Call Only,SAM HCO Call Report,3/30/2024,DSA NEXT BEST,3203S1
2872722992,Call Only,Event Call Report,3/14/2024,DSA NT AFFILIATE,3203S1
2933704856,Detail with Sample,Non-Sampled Call,1/12/2024,DSA TOP 30,3102A1
1711215374,Detail with Sample,Group Training,2/12/2024,NON-TARGET,3102A1
1432306411,Call Only,Group Training,1/14/2024,DSA NEXT BEST,3201S1
1943905552,Group Detail,Group Training,5/1/2024,DSA NEXT BEST,3203S1
2009380342,Call Only,POC Call Report,2/9/2024,DSA TOP 30,3302A1
1431824851,Call Only,Non-Sampled Call,12/30/2024,DSA TOP 30,3402S1
2528898345,Call Only,Group Training,9/24/2024,DSA NT AFFILIATE,3101A1
1600392391,Detail Only,HCP Call,3/10/2024,NON-TARGET,3401S1
2477531434,Detail with Sample,Marketing Event,1/24/2024,DSA TOP 30,3401S1
2144525348,Group Detail,Group Training,9/20/2024,NON-TARGET,3103A1
1316614633,Group Detail,SAM HCO Call Report,7/7/2024,DSA NEXT BEST,3501A1
2852212006,Detail Only,P2P Call,1/9/2024,DSA TOP 30,3501A1
1125430015,Detail Only,SAM HCO Call Report,6/24/2024,DSA NT AFFILIATE,3102A1
1420049189,Detail with Sample,Group Training,3/18/2024,DSA NEXT BEST,3301A1
2530839840,Group Detail,SAM HCO Call Report,12/22/2024,DSS TOP 30,3303A1
1774025116,Sample Only,SAM HCO Call Report,12/5/2024,DSA TOP 30,3402S1
1973755778,Call Only,HCP Call,11/8/2024,DSA NT AFFILIATE,3501A1
2735866663,Sample Only,POC Call Report,9/21/2024,NON-TARGET,3303A1
2800326312,Call Only,HCP Call,5/11/2024,NON-TARGET,3103A1
1754775144,Detail Only,POC Call Report,7/29/2024,DSA TOP 30,3203S1
1972224859,Detail with Sample,P2P Call,8/18/2024,DSA NEXT BEST,3501A1
2462108768,Detail Only,Sampled Call,12/16/2024,DSA NEXT BEST,3102A1
1404133447,Sample Only,Marketing Event,8/31/2024,DSA TOP 30,3101A1
2668743061,Call Only,P2P Call,1/12/2024,DSS TOP 30,3102A1
2856105230,Group Detail,Group Training,7/3/2024,DSA NT AFFILIATE,3203S1
1452224569,Call Only,POC Call Report,11/15/2024,NON-TARGET,3101A1
1358157665,Group Detail,HCP Call,5/3/2024,DSA TOP 30,3101A1
1412985093,Sample Only,Marketing Event,8/12/2024,DSS TOP 30,3301A1
2946521552,Detail Only,HCP Call,2/2/2024,DSA TOP 30,3501A1
2125673919,Sample Only,HCP Call,2/21/2024,DSA NT AFFILIATE,3302A1
1300548904,Group Detail,SAM HCO Call Report,11/26/2024,DSA NT AFFILIATE,3601A1
2366020465,Detail with Sample,POC Call Report,11/1/2024,DSS TOP 30,3202S1
2125673919,Call Only,SAM HCO Call Report,7/20/2024,DSS TOP 30,3502S1
2526431560,Group Detail,Marketing Event,2/18/2024,DSA TOP 30,3201S1
1843174721,Detail Only,POC Call Report,11/2/2024,DSA NT AFFILIATE,3502S1
1211074941,Group Detail,Sampled Call,12/2/2024,DSA TOP 30,3402S1
1377006778,Call Only,Group Training,5/29/2024,DSS TOP 30,3201S1
2846997191,Detail Only,Sampled Call,6/28/2024,DSA TOP 30,3302A1
2627229764,Call Only,SAM HCO Call Report,8/8/2024,DSA TOP 30,3202S1
1986103370,Sample Only,Event Call Report,9/25/2024,NON-TARGET,3202S1
2068686050,Sample Only,Event Call Report,10/22/2024,DSA TOP 30,3602S1
1373630803,Detail Only,Marketing Event,5/28/2024,DSA NEXT BEST,3103A1
2933704856,Group Detail,HCP Call,5/9/2024,DSS TOP 30,3302A1
2372627014,Detail with Sample,Non-Sampled Call,10/28/2024,DSA NEXT BEST,3302A1
1972669244,Sample Only,HCP Call,5/27/2024,NON-TARGET,3101A1
1479543983,Sample Only,Sampled Call,11/26/2024,DSA NT AFFILIATE,3301A1
2998826560,Detail with Sample,Group Training,3/16/2024,DSS TOP 30,3303A1
1683349086,Detail Only,Event Call Report,12/5/2024,DSA NEXT BEST,3301A1
1298300763,Sample Only,P2P Call,8/4/2024,DSA NT AFFILIATE,3201S1
1587705334,Group Detail,Event Call Report,4/13/2024,DSA TOP 30,3201S1
1253728123,Group Detail,Marketing Event,10/30/2024,DSA NT AFFILIATE,3302A1
2175432257,Detail with Sample,P2P Call,11/14/2024,DSA NT AFFILIATE,3301A1
2872722992,Call Only,HCP Call,2/1/2024,NON-TARGET,3401S1
1040540641,Sample Only,P2P Call,7/3/2024,DSS TOP 30,3201S1
1447711308,Group Detail,POC Call Report,9/12/2024,DSS TOP 30,3303A1
2905607178,Sample Only,Event Call Report,6/26/2024,NON-TARGET,3301A1
1827518257,Sample Only,HCP Call,3/9/2024,DSA NT AFFILIATE,3101A1
2068686050,Call Only,SAM HCO Call Report,8/6/2024,DSA NT AFFILIATE,3101A1
1696221199,Detail Only,Group Training,2/17/2024,NON-TARGET,3601A1
1233877016,Call Only,HCP Call,5/30/2024,NON-TARGET,3502S1
2009380342,Sample Only,P2P Call,5/16/2024,DSS TOP 30,3102A1
1684852302,Group Detail,Marketing Event,11/7/2024,DSA NEXT BEST,3402S1
1885228294,Call Only,Non-Sampled Call,10/13/2024,NON-TARGET,3602S1
1238260432,Group Detail,POC Call Report,10/17/2024,NON-TARGET,3202S1
2113851048,Detail with Sample,Sampled Call,12/7/2024,DSA NT AFFILIATE,3201S1
1582895387,Group Detail,Marketing Event,1/17/2024,DSA NEXT BEST,3402S1
1838748463,Group Detail,Marketing Event,8/15/2024,DSA NEXT BEST,3201S1
2035768973,Sample Only,Non-Sampled Call,3/17/2024,DSS TOP 30,3301A1
2357433651,Call Only,P2P Call,11/26/2024,DSA NT AFFILIATE,3101A1
2765175522,Group Detail,HCP Call,8/23/2024,DSA TOP 30,3402S1
2529232924,Call Only,SAM HCO Call Report,5/23/2024,DSS TOP 30,3501A1
2390589261,Group Detail,SAM HCO Call Report,8/26/2024,DSA NEXT BEST,3602S1
1629063510,Detail with Sample,Non-Sampled Call,6/23/2024,DSS TOP 30,3501A1
2931773762,Call Only,Non-Sampled Call,2/20/2024,DSA NT AFFILIATE,3102A1
2464765409,Sample Only,Group Training,7/7/2024,DSS TOP 30,3301A1
1072516436,Call Only,Sampled Call,6/4/2024,DSS TOP 30,3602S1
2376581084,Call Only,POC Call Report,9/1/2024,DSA NEXT BEST,3203S1
1809793241,Detail with Sample,Event Call Report,2/2/2024,NON-TARGET,3202S1
1812159380,Call Only,Sampled Call,9/24/2024,DSA TOP 30,3402S1
1527455776,Detail with Sample,HCP Call,9/11/2024,NON-TARGET,3303A1
2502760354,Sample Only,Sampled Call,9/26/2024,NON-TARGET,3101A1
1288022344,Call Only,POC Call Report,7/17/2024,DSS TOP 30,3201S1
2274556352,Call Only,HCP Call,6/18/2024,DSS TOP 30,3601A1
1925349928,Sample Only,P2P Call,6/2/2024,DSA NEXT BEST,3101A1
2467658122,Sample Only,Sampled Call,1/25/2024,DSA NT AFFILIATE,3103A1
2407782735,Detail with Sample,POC Call Report,1/9/2024,NON-TARGET,3303A1
1288022344,Group Detail,Marketing Event,6/6/2024,DSS TOP 30,3303A1
1759827122,Detail Only,HCP Call,7/3/2024,NON-TARGET,3203S1
2679499646,Detail with Sample,Event Call Report,9/17/2024,DSA TOP 30,3601A1
2371502507,Detail with Sample,Marketing Event,3/21/2024,NON-TARGET,3303A1
2672874241,Call Only,Non-Sampled Call,6/26/2024,DSA NT AFFILIATE,3201S1
2954521569,Detail Only,Group Training,3/17/2024,DSA TOP 30,3501A1
2045915598,Detail Only,Sampled Call,7/9/2024,DSA TOP 30,3402S1
1924480823,Detail Only,Non-Sampled Call,10/11/2024,NON-TARGET,3401S1
1565390729,Detail with Sample,POC Call Report,6/17/2024,NON-TARGET,3301A1
2644772499,Group Detail,Non-Sampled Call,5/13/2024,DSA TOP 30,3502S1
2895428544,Group Detail,Event Call Report,4/3/2024,DSA NT AFFILIATE,3101A1
2843569340,Detail Only,Sampled Call,7/20/2024,NON-TARGET,3601A1
2768634053,Detail Only,HCP Call,1/4/2024,DSA TOP 30,3302A1
1924480823,Group Detail,Sampled Call,4/27/2024,NON-TARGET,3102A1
2856105230,Call Only,P2P Call,7/12/2024,NON-TARGET,3201S1
1237272297,Sample Only,POC Call Report,10/21/2024,DSA TOP 30,3402S1
1505216984,Detail Only,Sampled Call,3/3/2024,DSS TOP 30,3401S1
2879014831,Sample Only,Group Training,9/9/2024,DSA NT AFFILIATE,3203S1
1296420787,Sample Only,SAM HCO Call Report,11/20/2024,NON-TARGET,3202S1
2462108768,Group Detail,Non-Sampled Call,5/16/2024,DSA TOP 30,3101A1
1666588981,Call Only,SAM HCO Call Report,6/15/2024,DSA NT AFFILIATE,3201S1
1907804650,Sample Only,Non-Sampled Call,11/20/2024,DSA NEXT BEST,3501A1
1931836850,Sample Only,P2P Call,3/13/2024,DSA NEXT BEST,3402S1
1068200649,Group Detail,Group Training,9/12/2024,NON-TARGET,3302A1
2113851048,Sample Only,HCP Call,2/5/2024,DSA TOP 30,3101A1
2169309271,Sample Only,SAM HCO Call Report,10/8/2024,DSA NEXT BEST,3401S1
2092203500,Call Only,Group Training,3/24/2024,DSA TOP 30,3301A1
1288022344,Detail Only,Non-Sampled Call,10/11/2024,DSA NEXT BEST,3602S1
2067556262,Detail Only,Marketing Event,2/4/2024,DSA NEXT BEST,3303A1
1898497639,Sample Only,Non-Sampled Call,5/14/2024,NON-TARGET,3502S1
1252472152,Call Only,Event Call Report,1/25/2024,DSA NEXT BEST,3301A1
2372766341,Group Detail,POC Call Report,11/21/2024,DSS TOP 30,3601A1
2225647896,Detail with Sample,Marketing Event,10/31/2024,DSA NT AFFILIATE,3402S1
1568546749,Group Detail,Group Training,3/1/2024,DSA TOP 30,3402S1
1947827505,Group Detail,Group Training,10/10/2024,DSA NT AFFILIATE,3103A1
2867194868,Call Only,HCP Call,5/3/2024,DSA NT AFFILIATE,3502S1
2071893776,Group Detail,Sampled Call,6/13/2024,DSA TOP 30,3501A1
2451773135,Group Detail,Event Call Report,6/25/2024,DSS TOP 30,3302A1
2493399386,Call Only,SAM HCO Call Report,8/27/2024,DSA NEXT BEST,3101A1
1917753715,Detail with Sample,POC Call Report,11/17/2024,DSS TOP 30,3102A1
2149807964,Detail Only,HCP Call,6/1/2024,DSA TOP 30,3402S1
2647328695,Detail with Sample,HCP Call,8/2/2024,DSA NT AFFILIATE,3301A1
2603909058,Detail Only,Event Call Report,6/16/2024,DSS TOP 30,3401S1
1504341098,Sample Only,SAM HCO Call Report,4/18/2024,NON-TARGET,3303A1
1504199454,Detail Only,Marketing Event,3/30/2024,NON-TARGET,3203S1
2491505430,Detail Only,HCP Call,9/27/2024,NON-TARGET,3401S1
1146553837,Detail with Sample,Marketing Event,1/18/2024,DSA NEXT BEST,3202S1
2041540267,Detail with Sample,Marketing Event,9/13/2024,DSA NT AFFILIATE,3202S1
2881950220,Sample Only,P2P Call,3/4/2024,DSS TOP 30,3502S1
2934528254,Sample Only,SAM HCO Call Report,3/13/2024,DSS TOP 30,3402S1
1449085446,Detail with Sample,Event Call Report,3/8/2024,DSA NEXT BEST,3101A1
2999454164,Call Only,HCP Call,12/26/2024,NON-TARGET,3203S1
2522313077,Detail with Sample,HCP Call,8/14/2024,DSA TOP 30,3202S1
2802708624,Call Only,HCP Call,9/26/2024,NON-TARGET,3102A1
2510651108,Detail Only,P2P Call,12/22/2024,DSA NEXT BEST,3502S1
1115080762,Detail Only,Sampled Call,5/5/2024,DSA NEXT BEST,3103A1
1769222934,Detail Only,Group Training,1/18/2024,DSA NEXT BEST,3601A1
2808666404,Detail Only,HCP Call,3/15/2024,DSS TOP 30,3103A1
1212446981,Detail with Sample,HCP Call,5/11/2024,NON-TARGET,3103A1
1162395402,Group Detail,P2P Call,1/10/2024,DSA NT AFFILIATE,3302A1
2733569335,Group Detail,Marketing Event,2/4/2024,DSA NEXT BEST,3601A1
1818629782,Detail with Sample,P2P Call,3/14/2024,NON-TARGET,3601A1
2369560293,Group Detail,Sampled Call,10/9/2024,DSS TOP 30,3601A1
2156423317,Detail with Sample,Group Training,9/26/2024,NON-TARGET,3401S1
1912573530,Detail Only,Marketing Event,10/12/2024,NON-TARGET,3402S1
2501401638,Detail Only,HCP Call,4/7/2024,DSA NT AFFILIATE,3202S1
2715215329,Call Only,Marketing Event,9/5/2024,DSA TOP 30,3302A1
2547285367,Call Only,P2P Call,11/11/2024,DSA NT AFFILIATE,3501A1
1725329252,Sample Only,Non-Sampled Call,1/24/2024,DSS TOP 30,3501A1
2165657475,Call Only,P2P Call,10/28/2024,DSA TOP 30,3101A1
1554912145,Call Only,Event Call Report,9/19/2024,DSA NEXT BEST,3201S1
2021389719,Detail with Sample,Sampled Call,4/5/2024,DSA TOP 30,3501A1
2501401638,Group Detail,SAM HCO Call Report,6/8/2024,DSA NEXT BEST,3102A1
2570470274,Call Only,Non-Sampled Call,12/7/2024,NON-TARGET,3601A1
1214419051,Detail Only,Sampled Call,12/18/2024,NON-TARGET,3103A1
1343475990,Sample Only,P2P Call,8/12/2024,NON-TARGET,3303A1
2116416609,Sample Only,SAM HCO Call Report,3/4/2024,DSS TOP 30,3601A1
2999775477,Sample Only,Group Training,11/28/2024,DSS TOP 30,3301A1
1362000331,Call Only,Group Training,2/10/2024,DSA NEXT BEST,3202S1
1269768519,Detail with Sample,Sampled Call,11/8/2024,DSA NEXT BEST,3303A1
2877579835,Group Detail,Sampled Call,11/6/2024,DSA TOP 30,3402S1
2451773135,Detail Only,POC Call Report,7/28/2024,DSA NT AFFILIATE,3203S1
1634326472,Sample Only,Sampled Call,2/9/2024,DSS TOP 30,3202S1
1957894031,Sample Only,Non-Sampled Call,2/28/2024,DSA TOP 30,3401S1
2270067206,Detail with Sample,SAM HCO Call Report,10/9/2024,DSA NEXT BEST,3502S1
2161195314,Group Detail,HCP Call,6/7/2024,NON-TARGET,3102A1
2262228840,Detail with Sample,Non-Sampled Call,7/11/2024,DSA NT AFFILIATE,3601A1
1605448115,Detail with Sample,SAM HCO Call Report,4/8/2024,DSA TOP 30,3401S1
2072303809,Sample Only,SAM HCO Call Report,8/24/2024,NON-TARGET,3202S1
2060295371,Sample Only,POC Call Report,12/13/2024,DSA TOP 30,3402S1
1577378050,Sample Only,Sampled Call,5/26/2024,DSA TOP 30,3301A1
2894827068,Call Only,Group Training,9/10/2024,NON-TARGET,3601A1
2561797925,Detail Only,Non-Sampled Call,9/10/2024,DSA TOP 30,3303A1
2853248157,Call Only,Group Training,8/28/2024,DSA NEXT BEST,3302A1
1419642689,Detail with Sample,Non-Sampled Call,4/21/2024,DSA NEXT BEST,3501A1
2912017411,Detail with Sample,Event Call Report,10/18/2024,DSA NEXT BEST,3102A1
1016986851,Detail Only,Non-Sampled Call,10/28/2024,DSA TOP 30,3601A1
1990918938,Detail with Sample,Marketing Event,5/31/2024,DSA TOP 30,3203S1
2404745974,Sample Only,Non-Sampled Call,3/29/2024,DSS TOP 30,3201S1
2329114728,Detail with Sample,P2P Call,7/6/2024,DSA NEXT BEST,3402S1
1527155939,Call Only,SAM HCO Call Report,6/14/2024,DSS TOP 30,3501A1
1011051776,Sample Only,POC Call Report,10/16/2024,DSA NEXT BEST,3302A1
1033680941,Group Detail,Group Training,8/30/2024,NON-TARGET,3102A1
2464011929,Sample Only,P2P Call,3/11/2024,DSA NEXT BEST,3202S1
2389049780,Detail with Sample,P2P Call,4/28/2024,DSA NT AFFILIATE,3601A1
1107989020,Detail Only,P2P Call,2/7/2024,NON-TARGET,3602S1
2675727636,Sample Only,Non-Sampled Call,8/23/2024,NON-TARGET,3303A1
1502558115,Detail Only,POC Call Report,10/29/2024,DSA NEXT BEST,3203S1
2351025529,Detail with Sample,Group Training,10/29/2024,DSS TOP 30,3103A1
2904629702,Call Only,P2P Call,5/16/2024,DSA NEXT BEST,3303A1
1520100601,Detail with Sample,Group Training,8/10/2024,DSA NEXT BEST,3201S1
1060738232,Sample Only,Event Call Report,2/4/2024,DSA TOP 30,3502S1
1617913825,Call Only,HCP Call,12/5/2024,DSA NT AFFILIATE,3301A1
1470175702,Group Detail,Marketing Event,8/21/2024,DSA NT AFFILIATE,3201S1
1885301695,Call Only,Sampled Call,6/19/2024,DSA NT AFFILIATE,3103A1
2584844647,Detail with Sample,Event Call Report,11/20/2024,DSA TOP 30,3402S1
1146553837,Sample Only,Event Call Report,2/13/2024,DSA NT AFFILIATE,3101A1
2564771893,Detail with Sample,SAM HCO Call Report,6/28/2024,DSS TOP 30,3301A1
1880002355,Detail with Sample,Marketing Event,11/29/2024,NON-TARGET,3502S1
2200525471,Detail Only,P2P Call,10/11/2024,DSS TOP 30,3102A1
2481991772,Sample Only,Sampled Call,3/28/2024,DSS TOP 30,3401S1
1317349916,Call Only,Marketing Event,4/21/2024,NON-TARGET,3102A1
2868093630,Call Only,Sampled Call,7/24/2024,DSS TOP 30,3402S1
1298179498,Detail Only,SAM HCO Call Report,11/13/2024,NON-TARGET,3103A1
1917753715,Call Only,Non-Sampled Call,9/5/2024,NON-TARGET,3203S1
1016986851,Sample Only,P2P Call,10/20/2024,DSA TOP 30,3102A1
1468067820,Call Only,HCP Call,10/11/2024,NON-TARGET,3602S1
1266827300,Detail Only,Group Training,3/19/2024,NON-TARGET,3202S1
2029855810,Detail with Sample,Group Training,5/25/2024,DSA NEXT BEST,3101A1
2293333254,Detail with Sample,Group Training,4/30/2024,DSA NEXT BEST,3303A1
1775958240,Sample Only,Event Call Report,3/28/2024,DSA TOP 30,3201S1
2776057701,Sample Only,Non-Sampled Call,3/13/2024,DSA NEXT BEST,3401S1
1362000331,Sample Only,POC Call Report,3/14/2024,DSA TOP 30,3301A1
2732809963,Call Only,Sampled Call,4/28/2024,DSA NEXT BEST,3202S1
1918732502,Group Detail,Marketing Event,1/8/2024,DSA NT AFFILIATE,3101A1
1936625845,Detail Only,SAM HCO Call Report,1/13/2024,NON-TARGET,3103A1
2915566513,Sample Only,Sampled Call,10/7/2024,NON-TARGET,3601A1
1247282963,Detail Only,Group Training,12/12/2024,NON-TARGET,3302A1
2034812301,Detail with Sample,POC Call Report,1/23/2024,DSS TOP 30,3402S1
1046193031,Call Only,Marketing Event,1/20/2024,NON-TARGET,3401S1
1756434658,Sample Only,Sampled Call,8/13/2024,DSS TOP 30,3103A1
2867194868,Call Only,Group Training,1/5/2024,DSA NT AFFILIATE,3203S1
2637126885,Group Detail,Sampled Call,10/19/2024,DSS TOP 30,3203S1
2265788592,Detail with Sample,P2P Call,9/30/2024,NON-TARGET,3601A1
1483922116,Group Detail,Event Call Report,9/29/2024,DSA NEXT BEST,3502S1
2043870134,Group Detail,Marketing Event,4/5/2024,DSA NT AFFILIATE,3601A1
2693268662,Detail with Sample,Sampled Call,12/26/2024,DSS TOP 30,3602S1
2030592600,Sample Only,POC Call Report,11/29/2024,DSA NT AFFILIATE,3202S1
2910389697,Detail Only,HCP Call,3/31/2024,DSA TOP 30,3202S1
1202399257,Detail Only,Non-Sampled Call,7/28/2024,DSS TOP 30,3602S1
